player,episode,avg_reward,loss,epsilon
P0,100,0.467579617834395,75.75932312011719,0.999324803087479
P0,200,0.475031847133758,61.212318420410156,0.9977919596262089
P0,300,0.47267515923566883,50.9771728515625,0.9962614673615362
P0,400,0.47406050955414025,45.38916015625,0.9947333226870098
P0,500,0.47047133757961807,50.85927963256836,0.9932075220017095
P0,600,0.47260084925689994,49.15408706665039,0.9916840617102397
P0,700,0.4728389444949949,52.732643127441406,0.9901629382227188
P0,800,0.4717356687898085,50.08514404296875,0.9886441479547728
P0,900,0.46962491153573904,47.86394500732422,0.9871276873275237
P0,1000,0.47049681528662396,41.96709442138672,0.9856135527675847
P0,1100,0.47119745222929926,46.3534049987793,0.9841017407070501
P0,1200,0.4703248407643316,41.953460693359375,0.982592247583486
P0,1300,0.46980891719745216,43.06241989135742,0.981085069839924
P0,1400,0.46829936305732495,40.67853927612305,0.9795802039248507
P0,1500,0.4691783439490443,40.23687744140625,0.9780776462922005
P0,1600,0.4674840764331206,35.007450103759766,0.9765773934013473
P0,1700,0.4704076433121014,31.862863540649414,0.9750794417170958
P0,1800,0.4696242038216561,32.04290008544922,0.9735837877096728
P0,1900,0.4680127388535033,27.464427947998047,0.9720904278547199
P0,2000,0.4677834394904459,28.486867904663086,0.9705993586332844
P0,2100,0.46849681528662396,30.700986862182617,0.9691105765318119
P0,2200,0.4703757961783435,27.382495880126953,0.9676240780421368
P0,2300,0.4710382165605089,26.17044448852539,0.9661398596614743
P0,2400,0.47278980891719696,28.810062408447266,0.9646579178924125
P0,2500,0.47200636942675156,26.789649963378906,0.9631782492429054
P0,2600,0.4738216560509553,28.652198791503906,0.9617008502262614
P0,2700,0.4693630573248406,24.801204681396484,0.9602257173611383
P0,2800,0.47165605095541385,24.75959587097168,0.9587528471715326
P0,2900,0.4749108280254778,26.785215377807617,0.9572822361867757
P0,3000,0.47526751592356686,26.210294723510742,0.9558138809415189
P0,3100,0.4764585987261152,24.55078887939453,0.9543477779757307
P0,3200,0.4750382165605095,27.646501541137695,0.9528839238346868
P0,3300,0.4747070063694271,25.42554473876953,0.9514223150689619
P0,3400,0.4760191082802548,27.248153686523438,0.9499629482344208
P0,3500,0.47645859872611435,25.755144119262695,0.9485058198922128
P0,3600,0.47582165605095494,28.14976692199707,0.9470509266087616
P0,3700,0.48055414012738823,24.905014038085938,0.945598264955756
P0,3800,0.48154777070063653,25.615619659423828,0.9441478315101458
P0,3900,0.47987898089171954,26.923519134521484,0.9426996228541299
P0,4000,0.47915286624203834,25.196979522705078,0.9412536355751495
P0,4100,0.4750891719745218,24.838544845581055,0.9398098662658813
P0,4200,0.47275796178343893,25.239177703857422,0.9383683115242281
P0,4300,0.47296815286624166,25.955482482910156,0.9369289679533096
P0,4400,0.4689745222929933,25.423202514648438,0.9354918321614583
P0,4500,0.4711019108280252,23.311872482299805,0.9340569007622072
P0,4600,0.46881528662420385,26.060083389282227,0.9326241703742852
P0,4700,0.46368789808917144,24.10883903503418,0.9311936376216062
P0,4800,0.46339490445859793,24.360462188720703,0.929765299133264
P0,4900,0.4670828025477698,23.59067153930664,0.9283391515435218
P0,5000,0.46901910828025395,24.85065460205078,0.9269151914918062
P0,5100,0.4689554140127382,25.24808692932129,0.9254934156226989
P0,5200,0.4710509554140125,23.795522689819336,0.9240738205859274
P0,5300,0.47032484076433106,22.736865997314453,0.9226564030363585
P0,5400,0.47015286624203817,24.399324417114258,0.9212411596339897
P0,5500,0.46894904458598713,26.62362289428711,0.9198280870439421
P0,5600,0.46902547770700626,23.078327178955078,0.918417181936452
P0,5700,0.47093630573248385,23.483901977539062,0.9170084409868631
P0,5800,0.46857961783439533,24.59000587463379,0.9156018608756183
P0,5900,0.46643312101910833,25.708993911743164,0.9141974382882535
P0,6000,0.4643375796178347,24.2874813079834,0.9127951699153872
P0,6100,0.4680127388535038,25.787796020507812,0.9113950524527155
P0,6200,0.46533757961783523,23.827381134033203,0.9099970826010014
P0,6300,0.463528662420383,24.63197135925293,0.9086012570660698
P0,6400,0.4640254777070067,24.808029174804688,0.9072075725587979
P0,6500,0.46400000000000013,25.120397567749023,0.9058160257951082
P0,6600,0.46702547770700586,23.17487335205078,0.90442661349596
P0,6700,0.46847133757961734,24.213525772094727,0.9030393323873431
P0,6800,0.47040764331210133,24.35239028930664,0.9016541792002682
